#
#"Frequency / GHz"	"S1,2 [Real/Imaginary Part] [Re]"	"S1,2 [Real/Imaginary Part] [Im]"
#-------------------------------------------------------------------------------------
5.0000000000000	-0.021970728617627	0.057933715141566
5.0050000000000	-0.021646837678923	0.058121081434928
5.0100000000000	-0.021321491136401	0.058306629085989
5.0150000000000	-0.020994737066817	0.058490380065378
5.0200000000000	-0.020666518901094	0.058672304793068
5.0250000000000	-0.020336874702068	0.058852384189858
5.0300000000000	-0.020005774513172	0.059030582508008
5.0350000000000	-0.019673349184468	0.059206952980671
5.0400000000000	-0.019339482005477	0.059381507143340
5.0450000000000	-0.019004212576216	0.059554107504954
5.0500000000000	-0.018667589086515	0.059724884013513
5.0550000000000	-0.018329605351992	0.059893651021390
5.0600000000000	-0.017990247404885	0.060060630499283
5.0650000000000	-0.017649526202940	0.060225618097106
5.0700000000000	-0.017307495279628	0.060388730941248
5.0750000000000	-0.016964149185597	0.060549800057919
5.0800000000000	-0.016619533274982	0.060709044906688
5.0850000000000	-0.016273566792996	0.060866258688746
5.0900000000000	-0.015926307760147	0.061021573359300
5.0950000000000	-0.015577799294111	0.061174760615096
5.1000000000000	-0.015227969959555	0.061326091464950
5.1050000000000	-0.014876949136627	0.061475404655024
5.1100000000000	-0.014524646880593	0.061622673046722
5.1150000000000	-0.014171115858233	0.061767906714406
5.1200000000000	-0.013816380153703	0.061911159048954
5.1250000000000	-0.013460408963295	0.062052386761111
5.1300000000000	-0.013103240457731	0.062191537341743
5.1350000000000	-0.012744919586656	0.062328615258973
5.1400000000000	-0.012385438735007	0.062463664316085
5.1450000000000	-0.012024767949789	0.062596639900753
5.1500000000000	-0.011662915931264	0.062727508318021
5.1550000000000	-0.011299962496302	0.062856286517894
5.1600000000000	-0.010935926915280	0.062983016546075
5.1650000000000	-0.010570709272296	0.063107561468665
5.1700000000000	-0.010204396989603	0.063229994469657
5.1750000000000	-0.0098370091337783	0.063350350731582
5.1800000000000	-0.0094685412253295	0.063468534626320
5.1850000000000	-0.0090990174719489	0.063584591345443
5.1900000000000	-0.0087284485109609	0.063698482841218
5.1950000000000	-0.0083567842412355	0.063810256145079
5.2000000000000	-0.0079841854740580	0.063919807109742
5.2050000000000	-0.0076104871608651	0.064027200719743
5.2100000000000	-0.0072358225304960	0.064132398989210
5.2150000000000	-0.0068601721338022	0.064235392716861
5.2200000000000	-0.0064835821178978	0.064336151869163
5.2250000000000	-0.0061059494735812	0.064434824119115
5.2300000000000	-0.0057274236825805	0.064531158933206
5.2350000000000	-0.0053479108600354	0.064625332139554
5.2400000000000	-0.0049675343420028	0.064717169916579
5.2450000000000	-0.0045862252877332	0.064806856594768
5.2500000000000	-0.0042039922358123	0.064894253713296
5.2550000000000	-0.0038209113749891	0.064979419666184
5.2600000000000	-0.0034369372432558	0.065062359252685
5.2650000000000	-0.0030521690397064	0.065142979695343
5.2700000000000	-0.0026664699560078	0.065221334821604
5.2750000000000	-0.0022799431024706	0.065297390888971
5.2800000000000	-0.0018926691626589	0.065371115271114
5.2850000000000	-0.0015045982722691	0.065442624861215
5.2900000000000	-0.0011156783498012	0.065511794842748
5.2950000000000	-0.00072595434042450	0.065578603172770
5.3000000000000	-0.00033550801944035	0.065643173935663
5.3050000000000	5.5650152952638e-05	0.065705285889837
5.3100000000000	0.00044760279482023	0.065765169039166
5.3150000000000	0.00084027055228821	0.065822724803894
5.3200000000000	0.0012336397998644	0.065877924776547
5.3250000000000	0.0016276310907073	0.065930726481261
5.3300000000000	0.0020223598792496	0.065981164893489
5.3350000000000	0.0024177457841992	0.066029196607940
5.3400000000000	0.0028137792551781	0.066074929986888
5.3450000000000	0.0032104447542761	0.066118320511907
5.3500000000000	0.0036077206460050	0.066159206965027
5.3550000000000	0.0040056689309327	0.066197822905412
5.3600000000000	0.0044041719954287	0.066234015759868
5.3650000000000	0.0048032112995687	0.066267752460049
5.3700000000000	0.0052028443746046	0.066299115307887
5.3750000000000	0.0056030166857516	0.066328011984209
5.3800000000000	0.0060037893241408	0.066354557848562
5.3850000000000	0.0064050060959087	0.066378623765919
5.3900000000000	0.0068067331027836	0.066400348300896
5.3950000000000	0.0072089682548742	0.066419557171685
5.4000000000000	0.0076116747458018	0.066436331008211
5.4050000000000	0.0080148415408743	0.066450693363402
5.4100000000000	0.0084184421606033	0.066462569955920
5.4150000000000	0.0088225357860965	0.066471992149300
5.4200000000000	0.0092269864169840	0.066479027697401
5.4250000000000	0.0096318847923347	0.066483509730503
5.4300000000000	0.010037072501456	0.066485571740483
5.4350000000000	0.010442724424884	0.066485154791003
5.4400000000000	0.010848692251435	0.066482247697729
5.4450000000000	0.011255021215524	0.066476812622695
5.4500000000000	0.011661652166767	0.066468984970348
5.4550000000000	0.012068643026631	0.066458598315993
5.4600000000000	0.012475905683252	0.066445791106089
5.4650000000000	0.012883425958342	0.066430394890134
5.4700000000000	0.013291181311850	0.066412555537680
5.4750000000000	0.013699254043439	0.066392228659842
5.4800000000000	0.014107536081271	0.066369308666764
5.4850000000000	0.014516044003574	0.066343936550198
5.4900000000000	0.014924708389612	0.066316013410031
5.4950000000000	0.015333627687111	0.066285591537884
5.5000000000000	0.015742682973141	0.066252659626557
5.5050000000000	0.016151921501832	0.066217197052888
5.5100000000000	0.016561266372936	0.066179217481816
5.5150000000000	0.016970724567110	0.066138685139433
5.5200000000000	0.017380345321067	0.066095585892505
5.5250000000000	0.017790028274709	0.066049977596050
5.5300000000000	0.018199834942015	0.066001880090432
5.5350000000000	0.018609593750202	0.065951123252637
5.5400000000000	0.019019514381726	0.065897877940030
5.5450000000000	0.019429409529139	0.065842140773419
5.5500000000000	0.019839372555620	0.065783821594018
5.5550000000000	0.020249253671565	0.065722927984789
5.5600000000000	0.020659139805491	0.065659459869716
5.5650000000000	0.021069037987644	0.065593482410960
5.5700000000000	0.021478855342024	0.065524966039708
5.5750000000000	0.021888605634799	0.065453802760475
5.5800000000000	0.022298266830009	0.065380165883235
5.5850000000000	0.022707883435838	0.065303928986424
5.5900000000000	0.023117369978853	0.065225095950595
5.5950000000000	0.023526668541131	0.065143738345888
5.6000000000000	0.023935865111379	0.065059757212067
5.6050000000000	0.024344926358374	0.064973288174615
5.6100000000000	0.024753763208806	0.064884233103451
5.6150000000000	0.025162417840150	0.064792554217719
5.6200000000000	0.025570865544852	0.064698328805513
5.6250000000000	0.025979126529159	0.064601550049084
5.6300000000000	0.026387138470140	0.064502190561124
5.6350000000000	0.026794870693919	0.064400221751687
5.6400000000000	0.027202310101698	0.064295727718634
5.6450000000000	0.027609480382236	0.064188641648335
5.6500000000000	0.028016330921830	0.064078962045002
5.6550000000000	0.028422906468108	0.063966741246400
5.6600000000000	0.028829054019893	0.063851846873480
5.6650000000000	0.029234921794746	0.063734551254271
5.6700000000000	0.029640392338529	0.063614557439710
5.6750000000000	0.030045488186821	0.063492031417741
5.6800000000000	0.030450144088480	0.063366943757309
5.6850000000000	0.030854422283297	0.063239149912050
5.6900000000000	0.031258253314388	0.063108930880806
5.6950000000000	0.031661661057736	0.062976054731792
5.7000000000000	0.032064511930459	0.062840670663417
5.7050000000000	0.032466944205313	0.062702707252769
5.7100000000000	0.032868870780045	0.062562113494036
5.7150000000000	0.033270255824268	0.062418983583390
5.7200000000000	0.033671120757790	0.062273325533402
5.7250000000000	0.034071437097095	0.062125043941813
5.7300000000000	0.034471192905344	0.061974222274497
5.7350000000000	0.034870384542041	0.061820812766748
5.7400000000000	0.035268884539414	0.061664899985922
5.7450000000000	0.035666827482825	0.061506402525438
5.7500000000000	0.036064155766162	0.061345318087625
5.7550000000000	0.036460840701867	0.061181700663406
5.7600000000000	0.036856838685237	0.061015503047772
5.7650000000000	0.037252139296625	0.060846738856712
5.7700000000000	0.037646732723854	0.060675485700865
5.7750000000000	0.038040651938860	0.060501631248312
5.7800000000000	0.038433836166162	0.060325231213323
5.7850000000000	0.038826241477199	0.060146314217079
